SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
5637,4271,1,30.1,21,2464,0,3,0,1,0,0,0,0,0,0,0
5666,6606,1,25,1,1287,1,3,0,1,0,0,0,0,0,0,0
5668,7413,1,30,19,1947,0,1,0,0,1,0,0,0,0,0,0
5691,9700,1,24,4,1860,0,8,0,0,0,1,0,0,0,0,0
5718,2952,1,60,23,1626,0,7,0,0,0,0,0,1,0,0,0
5721,3840,1,45,6,1266,0,7,0,0,0,0,0,1,0,0,0
5744,11579,1,35,8,2719,0,3,0,1,0,0,0,0,0,0,0
5752,11424,1,99,21,580,0,3,0,1,0,0,0,0,0,0,0
5767,9161,1,25,10,1948,0,4,0,0,0,0,0,0,0,1,0
5806,4153,1,42,5,1018,0,5,0,0,0,0,1,0,0,0,0
5817,2749,1,66,27,2316,0,3,0,1,0,0,0,0,0,0,0
5825,8181,1,36,3,1830,0,7,0,0,0,0,0,1,0,0,0
5864,6973,1,32,30,1697,0,1,0,0,1,0,0,0,0,0,0
5868,9834,1,45,5,1521,0,8,0,0,0,1,0,0,0,0,0
5902,4022,1,54,26,1744,0,2,0,0,0,0,0,0,1,0,0
5906,4235,1,19,26,1489,0,3,0,1,0,0,0,0,0,0,0
5912,3254,1,25,26,1497,0,4,0,0,0,0,0,0,0,1,0
5976,7779,1,22,24,1097,0,5,0,0,0,0,1,0,0,0,0
6097,6714,1,34,2,1267,0,4,0,0,0,0,0,0,0,1,0
6118,2836,1,40,29,2279,0,5,0,0,0,0,1,0,0,0,0
6186,11357,1,30,16,1837,0,5,0,0,0,0,1,0,0,0,0
6199,122,1,35,16,1390,0,8,0,0,0,1,0,0,0,0,0
6224,3882,1,70,20,2307,0,9,1,0,0,0,0,0,0,0,0
6246,5526,1,36,20,1846,0,4,0,0,0,0,0,0,0,1,0
6278,2734,1,72,3,831,0,1,0,0,1,0,0,0,0,0,0
6326,5109,1,40,25,2140,0,7,0,0,0,0,0,1,0,0,0
6336,10571,1,60,18,1040,0,6,0,0,0,0,0,0,0,0,1
6339,9463,1,60,18,1602,0,5,0,0,0,0,1,0,0,0,0
6534,2131,1,26,11,924,0,2,0,0,0,0,0,0,1,0,0
6546,5225,1,65,3,1686,0,9,1,0,0,0,0,0,0,0,0
6576,4225,1,32,12,2178,0,4,0,0,0,0,0,0,0,1,0
6634,8992,1,34,4,2884,0,4,0,0,0,0,0,0,0,1,0
6650,1966,1,75,23,1687,0,1,0,0,1,0,0,0,0,0,0
6682,3332,1,25,14,2054,0,1,0,0,1,0,0,0,0,0,0
6727,2559,1,42,9,1130,0,9,1,0,0,0,0,0,0,0,0
6738,3428,1,32,18,1492,0,9,1,0,0,0,0,0,0,0,0
6776,7626,1,69,27,3090,0,6,0,0,0,0,0,0,0,0,1
6778,5460,1,18,16,1865,0,5,0,0,0,0,1,0,0,0,0
6872,3498,1,35,22,1311,0,6,0,0,0,0,0,0,0,0,1
6884,1360,1,19,18,2465,0,9,1,0,0,0,0,0,0,0,0
6934,2228,1,40,22,1307,0,5,0,0,0,0,1,0,0,0,0
6938,9825,1,55,10,3566,0,2,0,0,0,0,0,0,1,0,0
7004,10167,1,39,29,2883,0,5,0,0,0,0,1,0,0,0,0
7020,7310,1,35,8,1771,0,8,0,0,0,1,0,0,0,0,0
7047,1048,1,21,10,2016,0,8,0,0,0,1,0,0,0,0,0
7052,5448,1,46,30,2218,0,4,0,0,0,0,0,0,0,1,0
7061,10873,1,29,19,1481,0,3,0,1,0,0,0,0,0,0,0
7083,2429,1,69,25,1515,0,6,0,0,0,0,0,0,0,0,1
7292,3185,1,18,20,2517,0,8,0,0,0,1,0,0,0,0,0
7323,10425,1,18,5,1661,0,9,1,0,0,0,0,0,0,0,0
7338,2468,1,20,15,2622,0,9,1,0,0,0,0,0,0,0,0
7366,9546,1,20,30,1526,0,1,0,0,1,0,0,0,0,0,0
7394,824,1,18,17,1521,0,6,0,0,0,0,0,0,0,0,1
7440,2468,1,48,15,2589,0,9,1,0,0,0,0,0,0,0,0
7487,7721,1,36,23,1014,0,6,0,0,0,0,0,0,0,0,1
7519,7523,1,27,24,1339,0,2,0,0,0,0,0,0,1,0,0
7545,98,1,18,3,2101,0,1,0,0,1,0,0,0,0,0,0
7548,11125,1,21,29,2613,0,7,0,0,0,0,0,1,0,0,0
7559,1461,1,55,10,2554,0,2,0,0,0,0,0,0,1,0,0
7593,11416,1,28,21,3275,0,9,1,0,0,0,0,0,0,0,0
7600,11472,1,50,2,1030,0,4,0,0,0,0,0,0,0,1,0
7610,5095,1,30,8,2380,0,8,0,0,0,1,0,0,0,0,0
7662,9765,1,75,5,2873,0,5,0,0,0,0,1,0,0,0,0
7721,3687,1,18,19,1291,0,3,0,1,0,0,0,0,0,0,0
7794,3530,1,36,29,2124,0,5,0,0,0,0,1,0,0,0,0
7822,10858,1,45,23,2040,0,7,0,0,0,0,0,1,0,0,0
7843,11016,1,26,14,937,0,8,0,0,0,1,0,0,0,0,0
7895,4444,1,40,10,1535,0,6,0,0,0,0,0,0,0,0,1
7935,8855,1,24,31,2588,0,7,0,0,0,0,0,1,0,0,0
8028,8951,1,45,8,2125,0,8,0,0,0,1,0,0,0,0,0
8067,8277,1,32,8,1761,0,1,0,0,1,0,0,0,0,0,0
8068,4612,1,35,20,2559,0,4,0,0,0,0,0,0,0,1,0
8070,4725,1,35,8,1432,0,1,0,0,1,0,0,0,0,0,0
8078,4194,1,65,19,2169,0,9,1,0,0,0,0,0,0,0,0
8110,6309,1,26,20,905,0,5,0,0,0,0,1,0,0,0,0
8153,8755,1,60,8,1660,0,4,0,0,0,0,0,0,0,1,0
8209,817,1,58,11,2007,0,3,0,1,0,0,0,0,0,0,0
8250,8853,1,19,6,1539,0,1,0,0,1,0,0,0,0,0,0
8331,6176,1,38,25,1673,0,7,0,0,0,0,0,1,0,0,0
8332,9765,1,42,5,2296,0,5,0,0,0,0,1,0,0,0,0
8360,9675,1,32,19,2825,0,9,1,0,0,0,0,0,0,0,0
8442,707,1,56,4,1361,0,3,0,1,0,0,0,0,0,0,0
8508,5124,1,25,31,1105,0,7,0,0,0,0,0,1,0,0,0
8569,5271,1,55,2,3317,0,4,0,0,0,0,0,0,0,1,0
8622,5032,1,50,12,1898,0,8,0,0,0,1,0,0,0,0,0
8657,476,1,35,12,2293,0,8,0,0,0,1,0,0,0,0,0
8691,2835,1,65,1,1160,1,3,0,1,0,0,0,0,0,0,0
8716,8463,1,24,12,1718,0,6,0,0,0,0,0,0,0,0,1
8724,5547,1,42,19,2164,0,3,0,1,0,0,0,0,0,0,0
8752,10302,1,55,9,1868,0,9,1,0,0,0,0,0,0,0,0
8813,9904,1,22,5,2326,0,9,1,0,0,0,0,0,0,0,0
8815,8771,1,50,20,1950,0,4,0,0,0,0,0,0,0,1,0
8830,5396,1,22,3,1058,0,1,0,0,1,0,0,0,0,0,0
8837,2537,1,23,25,1448,0,1,0,0,1,0,0,0,0,0,0
8842,3313,1,60,4,2801,0,4,0,0,0,0,0,0,0,1,0
8923,2039,1,18,4,1389,0,3,0,1,0,0,0,0,0,0,0
8971,11478,1,38,21,1657,0,4,0,0,0,0,0,0,0,1,0
9099,4052,1,25,28,833,0,4,0,0,0,0,0,0,0,1,0
9103,6770,1,30,6,1861,0,3,0,1,0,0,0,0,0,0,0
9154,3133,1,65,14,2414,0,8,0,0,0,1,0,0,0,0,0
9290,10533,1,37,23,1440,0,4,0,0,0,0,0,0,0,1,0
9364,4114,1,19,15,651,0,8,0,0,0,1,0,0,0,0,0
9513,1710,1,26,18,1717,0,9,1,0,0,0,0,0,0,0,0
9573,2039,1,50,4,1615,0,3,0,1,0,0,0,0,0,0,0
9705,9219,1,45,6,1368,0,4,0,0,0,0,0,0,0,1,0
9710,4229,1,28,1,1494,1,1,0,0,1,0,0,0,0,0,0
9756,11622,1,32,7,2701,1,8,0,0,0,1,0,0,0,0,0
9891,10403,1,30,10,1998,0,1,0,0,1,0,0,0,0,0,0
9934,9351,1,30,22,2602,0,8,0,0,0,1,0,0,0,0,0
9935,10159,1,22,19,2806,0,3,0,1,0,0,0,0,0,0,0
10035,7559,1,65,12,1585,0,8,0,0,0,1,0,0,0,0,0
10093,2141,1,39,16,1766,0,9,1,0,0,0,0,0,0,0,0
10145,8831,1,56,30,1617,0,1,0,0,1,0,0,0,0,0,0
10162,4219,1,35,15,1567,0,1,0,0,1,0,0,0,0,0,0
10163,980,1,18,23,1720,0,1,0,0,1,0,0,0,0,0,0
10170,7209,1,70,23,2057,0,3,0,1,0,0,0,0,0,0,0
10248,6806,1,30,10,1701,0,8,0,0,0,1,0,0,0,0,0
10253,8796,1,40,14,1755,0,2,0,0,0,0,0,0,1,0,0
10301,5396,1,60,3,827,0,1,0,0,1,0,0,0,0,0,0
10318,3757,1,28,23,2720,0,3,0,1,0,0,0,0,0,0,0
10393,1631,1,35,22,1881,0,5,0,0,0,0,1,0,0,0,0
10428,764,1,18,27,1815,0,3,0,1,0,0,0,0,0,0,0
10465,265,1,70,12,1503,0,8,0,0,0,1,0,0,0,0,0
10515,3882,1,22,20,2488,0,9,1,0,0,0,0,0,0,0,0
10516,4724,1,55,25,1448,0,3,0,1,0,0,0,0,0,0,0
10550,10810,1,36,2,1637,0,4,0,0,0,0,0,0,0,1,0
10565,9843,1,37,6,2007,0,1,0,0,1,0,0,0,0,0,0
10599,11779,1,55,8,1232,0,8,0,0,0,1,0,0,0,0,0
10620,6311,1,65,23,2011,0,2,0,0,0,0,0,0,1,0,0
10629,5645,1,31,22,1855,0,4,0,0,0,0,0,0,0,1,0
10646,1104,1,20,26,1442,0,4,0,0,0,0,0,0,0,1,0
10661,11700,1,20,10,1717,0,8,0,0,0,1,0,0,0,0,0
10665,1909,1,21,3,1488,0,9,1,0,0,0,0,0,0,0,0
10704,4352,1,45,25,1893,0,3,0,1,0,0,0,0,0,0,0
10741,11699,1,20,10,1871,0,4,0,0,0,0,0,0,0,1,0
10775,3036,1,30,1,3018,1,3,0,1,0,0,0,0,0,0,0
10792,4562,1,38,31,1780,0,7,0,0,0,0,0,1,0,0,0
10801,1350,1,30,9,1455,0,9,1,0,0,0,0,0,0,0,0
10812,11484,1,29,14,1957,0,9,1,0,0,0,0,0,0,0,0
10823,9602,1,20,1,2801,1,7,0,0,0,0,0,1,0,0,0
10825,2217,1,28,23,2260,0,1,0,0,1,0,0,0,0,0,0
10842,11401,1,60,10,1310,0,9,1,0,0,0,0,0,0,0,0
10904,668,1,38,3,1703,0,8,0,0,0,1,0,0,0,0,0
10938,8795,1,65,9,1150,0,2,0,0,0,0,0,0,1,0,0
10952,4366,1,37,29,1402,0,7,0,0,0,0,0,1,0,0,0
10961,8929,1,32,3,1369,0,7,0,0,0,0,0,1,0,0,0
10981,8014,1,38,10,1457,0,8,0,0,0,1,0,0,0,0,0
10984,10358,1,18,8,2251,0,3,0,1,0,0,0,0,0,0,0
11005,3652,1,45,10,2060,0,2,0,0,0,0,0,0,1,0,0
11012,7209,1,24,23,3335,0,3,0,1,0,0,0,0,0,0,0
11049,6185,1,35,14,2094,0,2,0,0,0,0,0,0,1,0,0
11110,6067,1,66,27,2940,0,7,0,0,0,0,0,1,0,0,0
11119,6970,1,27,18,1513,0,9,1,0,0,0,0,0,0,0,0
11185,10793,1,28,19,2168,0,9,1,0,0,0,0,0,0,0,0
11236,3198,1,30,8,1384,0,8,0,0,0,1,0,0,0,0,0
11245,3101,1,20,27,2858,0,7,0,0,0,0,0,1,0,0,0
11287,2991,1,39,29,2665,0,6,0,0,0,0,0,0,0,0,1
11303,5295,1,50,10,1146,0,8,0,0,0,1,0,0,0,0,0
11392,5638,1,70,23,3178,0,2,0,0,0,0,0,0,1,0,0
11406,10864,1,32,4,1896,0,8,0,0,0,1,0,0,0,0,0
11486,2398,1,50,31,1664,0,7,0,0,0,0,0,1,0,0,0
11536,5214,1,55,19,1477,0,3,0,1,0,0,0,0,0,0,0
11568,11632,1,31,13,1207,0,2,0,0,0,0,0,0,1,0,0
11599,4796,1,93,10,916,0,1,0,0,1,0,0,0,0,0,0
11600,11803,1,65,6,1330,0,4,0,0,0,0,0,0,0,1,0
11662,2551,1,25,8,2281,0,5,0,0,0,0,1,0,0,0,0
11784,9323,1,45,2,2088,0,4,0,0,0,0,0,0,0,1,0
11785,9442,1,35,9,1918,0,9,1,0,0,0,0,0,0,0,0
11791,6553,1,60,5,2625,0,9,1,0,0,0,0,0,0,0,0
11805,11010,1,62,12,2353,0,8,0,0,0,1,0,0,0,0,0
11839,684,1,53,22,2896,0,6,0,0,0,0,0,0,0,0,1
11882,8568,1,18,22,1165,0,2,0,0,0,0,0,0,1,0,0
11923,3882,1,34,20,2307,0,9,1,0,0,0,0,0,0,0,0
11963,5132,1,60,16,2694,0,1,0,0,1,0,0,0,0,0,0
11966,3882,1,55,20,2147,0,9,1,0,0,0,0,0,0,0,0
12025,6714,1,98,2,977,0,4,0,0,0,0,0,0,0,1,0
12030,1681,1,38,21,2914,0,5,0,0,0,0,1,0,0,0,0
12095,888,1,49,24,2435,0,9,1,0,0,0,0,0,0,0,0
12097,8031,1,50,16,2335,0,9,1,0,0,0,0,0,0,0,0
12104,2820,1,36,10,2332,0,9,1,0,0,0,0,0,0,0,0
12108,1448,1,51,13,2137,0,2,0,0,0,0,0,0,1,0,0
12196,3936,1,32,5,2341,0,7,0,0,0,0,0,1,0,0,0
12202,8891,1,50,25,1183,0,6,0,0,0,0,0,0,0,0,1
12276,668,1,72,3,1019,0,8,0,0,0,1,0,0,0,0,0
12335,9246,1,50,23,1309,0,6,0,0,0,0,0,0,0,0,1
12349,5587,1,21,19,1105,0,3,0,1,0,0,0,0,0,0,0
12363,10509,1,55,18,1916,0,1,0,0,1,0,0,0,0,0,0
12386,2534,1,37,25,2223,0,5,0,0,0,0,1,0,0,0,0
12438,727,1,18,12,1637,0,4,0,0,0,0,0,0,0,1,0
12460,8714,1,65,30,1313,0,4,0,0,0,0,0,0,0,1,0
12477,4408,1,23,20,2306,0,3,0,1,0,0,0,0,0,0,0
12595,2091,1,18,4,1895,0,8,0,0,0,1,0,0,0,0,0
12618,5962,1,22,22,1916,0,8,0,0,0,1,0,0,0,0,0
12646,2185,1,28,18,1046,0,5,0,0,0,0,1,0,0,0,0
12665,9255,1,26,14,1494,0,2,0,0,0,0,0,0,1,0,0
12703,11223,1,30,10,2410,0,9,1,0,0,0,0,0,0,0,0
12718,5780,1,46,1,830,1,1,0,0,1,0,0,0,0,0,0
12743,5448,1,18,30,2023,0,4,0,0,0,0,0,0,0,1,0
12761,4832,1,42,18,1759,0,8,0,0,0,1,0,0,0,0,0
12811,6578,1,50,29,2076,0,7,0,0,0,0,0,1,0,0,0
12818,3102,1,35,20,2931,0,5,0,0,0,0,1,0,0,0,0
12905,2874,1,40,25,3056,0,6,0,0,0,0,0,0,0,0,1
12936,11750,1,40,23,3286,0,3,0,1,0,0,0,0,0,0,0
12940,8182,1,32,10,2899,0,1,0,0,1,0,0,0,0,0,0
12947,8463,1,20,12,917,0,6,0,0,0,0,0,0,0,0,1
12948,1909,1,53,3,2098,0,9,1,0,0,0,0,0,0,0,0
12952,10119,1,58,14,1360,0,8,0,0,0,1,0,0,0,0,0
12966,220,1,50,7,2554,1,8,0,0,0,1,0,0,0,0,0
12993,9481,1,45,24,3127,0,4,0,0,0,0,0,0,0,1,0
13000,10226,1,40,14,2477,0,6,0,0,0,0,0,0,0,0,1
13020,8459,1,18,22,1768,0,8,0,0,0,1,0,0,0,0,0
13026,2399,1,28,9,2069,0,8,0,0,0,1,0,0,0,0,0
13096,7404,1,23,29,527,0,7,0,0,0,0,0,1,0,0,0
13107,1733,1,45,14,1534,0,6,0,0,0,0,0,0,0,0,1
13191,9683,1,48,10,2258,0,6,0,0,0,0,0,0,0,0,1
13208,9267,1,30,29,1993,0,5,0,0,0,0,1,0,0,0,0
13215,4606,1,21,10,2414,0,8,0,0,0,1,0,0,0,0,0
13241,874,1,45,22,2419,0,3,0,1,0,0,0,0,0,0,0
13250,10862,1,60,6,2479,0,3,0,1,0,0,0,0,0,0,0
13298,1605,1,49,14,3302,0,6,0,0,0,0,0,0,0,0,1
13310,7926,1,40,12,2961,0,2,0,0,0,0,0,0,1,0,0
13331,6269,1,35,4,2049,0,3,0,1,0,0,0,0,0,0,0
13355,10397,1,62,10,1153,0,8,0,0,0,1,0,0,0,0,0
13383,11615,1,55,22,1766,0,6,0,0,0,0,0,0,0,0,1
13423,7695,1,24,10,1715,0,4,0,0,0,0,0,0,0,1,0
13426,3426,1,52,19,3558,0,3,0,1,0,0,0,0,0,0,0
13437,1004,1,18,29,1402,0,7,0,0,0,0,0,1,0,0,0
13479,8352,1,38,27,1740,0,7,0,0,0,0,0,1,0,0,0
13482,9031,1,45,26,1712,0,4,0,0,0,0,0,0,0,1,0
13488,4606,1,55,10,1550,0,8,0,0,0,1,0,0,0,0,0
13500,7518,1,35,22,3231,0,6,0,0,0,0,0,0,0,0,1
13514,1480,1,63,3,1138,0,7,0,0,0,0,0,1,0,0,0
13539,3723,1,45,28,1474,0,1,0,0,1,0,0,0,0,0,0
13570,10667,1,54,23,3385,0,6,0,0,0,0,0,0,0,0,1
13595,7211,1,25,25,3758,0,3,0,1,0,0,0,0,0,0,0
13621,4976,1,19,27,2327,0,2,0,0,0,0,0,0,1,0,0
13677,11878,1,18,15,2866,0,9,1,0,0,0,0,0,0,0,0
13678,8241,1,20,22,1632,0,4,0,0,0,0,0,0,0,1,0
13742,3340,1,31,9,1292,0,9,1,0,0,0,0,0,0,0,0
13789,11369,1,50,24,1474,0,4,0,0,0,0,0,0,0,1,0
13809,5228,1,21,13,1952,0,9,1,0,0,0,0,0,0,0,0
13811,8261,1,50,22,2387,0,6,0,0,0,0,0,0,0,0,1
13816,4022,1,19,26,2295,0,2,0,0,0,0,0,0,1,0,0
13863,774,1,65,6,1410,0,1,0,0,1,0,0,0,0,0,0
13904,9721,1,62,27,2381,0,7,0,0,0,0,0,1,0,0,0
13930,8755,1,30,8,1660,0,4,0,0,0,0,0,0,0,1,0
13951,6712,1,65,10,922,0,9,1,0,0,0,0,0,0,0,0
13952,8120,1,35,9,1639,0,9,1,0,0,0,0,0,0,0,0
14175,11292,1,25,25,2580,0,3,0,1,0,0,0,0,0,0,0
14176,6289,1,62,12,1945,0,8,0,0,0,1,0,0,0,0,0
14213,3540,1,37,29,1570,0,7,0,0,0,0,0,1,0,0,0
14323,8280,1,55,28,1459,0,1,0,0,1,0,0,0,0,0,0
14329,4035,1,62,9,1922,0,8,0,0,0,1,0,0,0,0,0
14387,5857,1,22,27,2326,0,7,0,0,0,0,0,1,0,0,0
14483,11478,1,72,21,1657,0,4,0,0,0,0,0,0,0,1,0
14491,8678,1,60,21,2044,0,9,1,0,0,0,0,0,0,0,0
14574,10323,1,70,18,1878,0,8,0,0,0,1,0,0,0,0,0
14575,6311,1,29,23,2185,0,2,0,0,0,0,0,0,1,0,0
14584,2952,1,19,23,1995,0,7,0,0,0,0,0,1,0,0,0
14593,6852,1,18,2,1405,0,4,0,0,0,0,0,0,0,1,0
14611,6920,1,65,10,1129,0,6,0,0,0,0,0,0,0,0,1
14683,6269,1,18,4,1797,0,3,0,1,0,0,0,0,0,0,0
14692,1736,1,26,21,1539,0,3,0,1,0,0,0,0,0,0,0
14736,9311,1,55,25,1953,0,7,0,0,0,0,0,1,0,0,0
14740,2287,1,45,13,1495,0,2,0,0,0,0,0,0,1,0,0
14769,10145,1,40,20,1082,0,5,0,0,0,0,1,0,0,0,0
14781,10575,1,50,3,1663,0,9,1,0,0,0,0,0,0,0,0
14792,1733,1,18,14,2162,0,6,0,0,0,0,0,0,0,0,1
14827,2396,1,60,31,3083,0,7,0,0,0,0,0,1,0,0,0
14870,5961,1,30,1,2164,1,1,0,0,1,0,0,0,0,0,0
14972,10630,1,21,21,2081,0,3,0,1,0,0,0,0,0,0,0
14975,7574,1,24,21,1597,0,6,0,0,0,0,0,0,0,0,1
14989,5898,1,40,2,1938,0,7,0,0,0,0,0,1,0,0,0
15044,4717,1,20,30,3078,0,5,0,0,0,0,1,0,0,0,0
15045,10307,1,23,16,2429,0,1,0,0,1,0,0,0,0,0,0
15083,2014,1,95,23,1367,0,6,0,0,0,0,0,0,0,0,1
15096,1292,1,18,8,3251,0,1,0,0,1,0,0,0,0,0,0
15167,7096,1,30,23,763,0,6,0,0,0,0,0,0,0,0,1
15255,9054,1,68,24,1030,0,5,0,0,0,0,1,0,0,0,0
15282,2703,1,85,16,2587,0,9,1,0,0,0,0,0,0,0,0
15304,98,1,45,3,1798,0,1,0,0,1,0,0,0,0,0,0
15333,10301,1,25,30,2210,0,4,0,0,0,0,0,0,0,1,0
15343,4509,1,25,18,1292,0,5,0,0,0,0,1,0,0,0,0
15379,768,1,20,19,2307,0,1,0,0,1,0,0,0,0,0,0
15406,7037,1,75,6,1403,0,4,0,0,0,0,0,0,0,1,0
15438,2854,1,40,1,2178,1,3,0,1,0,0,0,0,0,0,0
15450,4081,1,38,9,1242,0,8,0,0,0,1,0,0,0,0,0
15458,2429,1,36,25,1377,0,6,0,0,0,0,0,0,0,0,1
15528,11739,1,50,24,2620,0,9,1,0,0,0,0,0,0,0,0
15589,7661,1,58,27,1848,0,6,0,0,0,0,0,0,0,0,1
15591,7518,1,60,22,3287,0,6,0,0,0,0,0,0,0,0,1
15666,9600,1,60,6,1655,0,3,0,1,0,0,0,0,0,0,0
15678,853,1,65,29,2625,0,7,0,0,0,0,0,1,0,0,0
15700,1339,1,45,27,2851,0,3,0,1,0,0,0,0,0,0,0
15701,8300,1,45,28,921,0,6,0,0,0,0,0,0,0,0,1
15712,2336,1,20,19,1452,0,3,0,1,0,0,0,0,0,0,0
15715,6521,1,22,4,1355,0,3,0,1,0,0,0,0,0,0,0
15732,5350,1,50,20,1852,0,6,0,0,0,0,0,0,0,0,1
15768,9993,1,65,24,1668,0,4,0,0,0,0,0,0,0,1,0
15800,8616,1,35,8,2336,0,9,1,0,0,0,0,0,0,0,0
15835,5295,1,21,10,2284,0,8,0,0,0,1,0,0,0,0,0
15872,1147,1,21,27,1511,0,1,0,0,1,0,0,0,0,0,0
15898,8702,1,68,29,1667,0,6,0,0,0,0,0,0,0,0,1
15899,9074,1,26,20,1057,0,5,0,0,0,0,1,0,0,0,0
15927,2409,1,35,10,2046,0,2,0,0,0,0,0,0,1,0,0
16018,3329,1,18,1,694,1,1,0,0,1,0,0,0,0,0,0
16020,4540,1,62,20,1173,0,5,0,0,0,0,1,0,0,0,0
16152,10615,1,65,2,2054,0,4,0,0,0,0,0,0,0,1,0
16159,9380,1,50,29,1456,0,7,0,0,0,0,0,1,0,0,0
16168,1616,1,37,13,2729,0,2,0,0,0,0,0,0,1,0,0
16181,4194,1,20,19,2587,0,9,1,0,0,0,0,0,0,0,0
16187,5962,1,50,22,1715,0,8,0,0,0,1,0,0,0,0,0
16209,4832,1,20,18,1984,0,8,0,0,0,1,0,0,0,0,0
16311,51,1,25,26,3491,0,4,0,0,0,0,0,0,0,1,0
16361,657,1,60,7,859,1,7,0,0,0,0,0,1,0,0,0
16399,3101,1,18,27,2941,0,7,0,0,0,0,0,1,0,0,0
16401,1587,1,22,26,3000,0,4,0,0,0,0,0,0,0,1,0
16462,4635,1,45,27,1933,0,7,0,0,0,0,0,1,0,0,0
16552,10999,1,24,7,1825,1,5,0,0,0,0,1,0,0,0,0
16591,830,1,60,8,614,0,8,0,0,0,1,0,0,0,0,0
16597,8414,1,26,25,3362,0,7,0,0,0,0,0,1,0,0,0
16599,453,1,32,21,2031,0,3,0,1,0,0,0,0,0,0,0
16789,10427,1,35,14,2344,0,9,1,0,0,0,0,0,0,0,0
16842,3329,1,25,1,781,1,1,0,0,1,0,0,0,0,0,0
16914,7223,1,38,18,1645,0,9,1,0,0,0,0,0,0,0,0
16915,9157,1,38,5,1531,0,9,1,0,0,0,0,0,0,0,0
16960,2773,1,24,27,1655,0,3,0,1,0,0,0,0,0,0,0
16962,5228,1,65,13,1507,0,9,1,0,0,0,0,0,0,0,0
17034,5624,1,35,7,1429,1,7,0,0,0,0,0,1,0,0,0
17108,3406,1,35,17,2754,0,1,0,0,1,0,0,0,0,0,0
17163,9894,1,70,18,1758,0,8,0,0,0,1,0,0,0,0,0
17208,5333,1,30,25,2569,0,7,0,0,0,0,0,1,0,0,0
17230,8816,1,60,14,2700,0,2,0,0,0,0,0,0,1,0,0
17240,9504,1,63,19,2567,0,6,0,0,0,0,0,0,0,0,1
17267,11549,1,65,18,1513,0,5,0,0,0,0,1,0,0,0,0
17275,2028,1,55,21,1879,0,7,0,0,0,0,0,1,0,0,0
17319,3690,1,32,4,1281,0,5,0,0,0,0,1,0,0,0,0
17363,5573,1,18,24,3004,0,5,0,0,0,0,1,0,0,0,0
17405,5996,1,18,22,1519,0,4,0,0,0,0,0,0,0,1,0
17453,4084,1,30,4,1449,0,3,0,1,0,0,0,0,0,0,0
17474,4543,1,36,7,3707,1,9,1,0,0,0,0,0,0,0,0
17503,1784,1,22,15,1493,0,2,0,0,0,0,0,0,1,0,0
17536,8747,1,30,15,1462,0,8,0,0,0,1,0,0,0,0,0
17555,5615,1,27,13,1793,0,8,0,0,0,1,0,0,0,0,0
17576,389,1,18,4,1303,0,4,0,0,0,0,0,0,0,1,0
17585,6303,1,18,12,2323,0,2,0,0,0,0,0,0,1,0,0
17612,2898,1,20,24,1088,0,2,0,0,0,0,0,0,1,0,0
17674,8854,1,60,14,2542,0,8,0,0,0,1,0,0,0,0,0
17694,9883,1,28,14,2720,0,9,1,0,0,0,0,0,0,0,0
17736,5357,1,43,31,1857,0,7,0,0,0,0,0,1,0,0,0
17752,2170,1,36,29,2371,0,6,0,0,0,0,0,0,0,0,1
17772,5344,1,20,6,2925,0,8,0,0,0,1,0,0,0,0,0
17793,8951,1,18,8,1239,0,8,0,0,0,1,0,0,0,0,0
17841,7364,1,25,20,2155,0,6,0,0,0,0,0,0,0,0,1
17880,115,1,75,4,1595,0,3,0,1,0,0,0,0,0,0,0
17972,5295,1,60,10,1292,0,8,0,0,0,1,0,0,0,0,0
17980,2734,1,21,3,958,0,1,0,0,1,0,0,0,0,0,0
17996,7155,1,30,14,1916,0,9,1,0,0,0,0,0,0,0,0
18237,10309,1,60,23,1478,0,7,0,0,0,0,0,1,0,0,0
18254,194,1,32,15,1896,0,9,1,0,0,0,0,0,0,0,0
18259,2288,1,32,15,2830,0,1,0,0,1,0,0,0,0,0,0
18268,5380,1,21,6,2704,0,8,0,0,0,1,0,0,0,0,0
18277,4349,1,40,9,1261,0,9,1,0,0,0,0,0,0,0,0
18284,5491,1,65,11,1939,0,3,0,1,0,0,0,0,0,0,0
18300,8671,1,55,22,1256,0,5,0,0,0,0,1,0,0,0,0
18305,401,1,36,20,2696,0,8,0,0,0,1,0,0,0,0,0
18324,2749,1,20,27,2060,0,3,0,1,0,0,0,0,0,0,0
18345,9390,1,32,10,1756,0,1,0,0,1,0,0,0,0,0,0
18368,10241,1,40,30,2137,0,4,0,0,0,0,0,0,0,1,0
18391,1864,1,40,6,2268,0,3,0,1,0,0,0,0,0,0,0
18393,11694,1,35,14,2651,0,6,0,0,0,0,0,0,0,0,1
18400,8753,1,54,16,3006,0,8,0,0,0,1,0,0,0,0,0
18408,9016,1,65,15,1290,0,2,0,0,0,0,0,0,1,0,0
18423,7791,1,60,20,1761,0,5,0,0,0,0,1,0,0,0,0
18428,333,1,20,9,1409,0,2,0,0,0,0,0,0,1,0,0
18492,9365,1,75,22,2657,0,7,0,0,0,0,0,1,0,0,0
